job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,text
15582,Test Automation Engineer,"US, OH, Groveport", , , ,"Position:  Test Automation EngineerLocation: Groveport , OHDuration:  6+ months Contract to Hire Skills: JavaHTMLCucumberRubySeleniumElectric commanderJenkins  Responsibilities: Write test scenarios using test frameworks such as Cucumber and languages such as Java and Ruby.Produce well-written, efficient, high-quality, self-documenting test code that follows best practices and design patternsDesign, implement and launch highly-visible features for our retail platform using Test/Behavior Driven Development practicesUse your critical thinking skills by doing exploratory testingContinuously grow your skills and value through paired programming and code reviewsPractice relentless automation, continuous integration, continuous delivery and continuous improvementRecommend and adopt new technologies as well as keeping existing technologies on leading edge versionsInterface with the project team to develop a test strategy for each featureReport on quality to project and department leadershipBe an ambassador to the open source community to share your passion for testing innovation and to learn from the testing community ","Requirements:Experience with WebService technologiesExperience with presentation layer technologies, including Javascript, HTML and CSSExperience with Cucumber, Ruby, Selenium, mocking, service virtualization or equivalentExperience with headless testingAble to balance the need for speed of execution with coverage requirementsExperience in relational database programming3+ years developing automated tests5+ years of overall IT experience Preferred SkillsExperience programming in Java and J2EEExperience with Continuous Integration tools (Electric Commander, Jenkins)Proficiency with virtualization technologies such as VMware", ,0,0,0,Contract, , ,Information Technology and Services,Information Technology,1,test automation engineer position test automation engineerlocation groveport ohduration + months contract hire skills javahtmlcucumberrubyseleniumelectric commanderjenkins responsibilities write test scenarios test frameworks cucumber languages java ruby produce written efficient high quality self documenting test code follows best practices design patternsdesign implement launch highly visible features retail platform test behavior driven development practicesuse critical thinking skills exploratory testingcontinuously grow skills value paired programming code reviewspractice relentless automation continuous integration continuous delivery continuous improvementrecommend adopt new technologies keeping existing technologies leading edge versionsinterface project team develop test strategy featurereport quality project department leadershipbe ambassador open source community share passion testing innovation learn testing community requirements experience webservice technologiesexperience presentation layer technologies including javascript html cssexperience cucumber ruby selenium mocking service virtualization equivalentexperience headless testingable balance need speed execution coverage requirementsexperience relational database programming+ years developing automated tests+ years overall experience preferred skillsexperience programming java jeeexperience continuous integration tools electric commander jenkins proficiency virtualization technologies vmware
15931,Software Development engineer,"US, OH, Groveport", , , ,"Position:  Software Development EngineerLocation: Groveport, OHDuration:  6+ months Contract to Hire Skills:Java J2EEAgileJSPJBDCWeb servicesOracleSOAHibernateiBatis Major Responsibilities include :Works collaboratively with technical and business team members to develop and maintain business solutions following Agile development principles and practicesIs influential and engages actively in building out a dynamic and productive development organization and continuously improving practices and methodologyDesigns and develops applications with an eye towards simplicity, reliability, manageability, scalability, extensibility, performance and re-useProvides technical expertise in the areas of architecture, design, implementation, and testingSets and adheres to software coding and style guides to ensure consistencyParticipates in pairing and code reviewsSupport (2nd level) and troubleshoot problems with existing applicationsMentors and guides others who are still developing their skills                        ","Minimum Qualifications include:A minimum of 7 years software development experience, 5 years of which are Java/J2ee specific, is requiredSelf-motivated team player who excels in a collaborative environmentEcommerce experience is a must.Hands on experience with Agile methodologies.Strong sense of personal accountability; contributes beyond job role and responsibilitiesExcellent problem solving skills; meticulous &amp; methodicalAbility to learn and apply new technologies quickly and self-directedProven ability to translate complex business requirements into simple software solutionsPassionate about continuously improving organizational practicesThorough understanding of Object Oriented principles (Analysis and Design)Candidates must have a robust understanding of Java and an in-depth understanding of other Java technologies, including Servlets, Struts/Tiles, JSP, JDBC, JMS, SpringFamiliarity with front-end technologies – Object-Oriented Javascript, AJAX, XHTML, HTML, XML/DOMFull lifecycle development experience on large projects, creating distributed and scalable business systems.Experience with WebServices (REST, SOAP, XML-RPC, etc)Experience with relational databases and data access (JDBC/DAO/SQL) Oracle strongly preferred.Familiarity with ORM technologies (iBatis, Hibernate)Mentor and guide others who are still developing their skills Desired Qualifications includeFamiliarity with EAI patterns, queuing systems (e.g. MQ Series, JMS, etc.) and business process orchestration (e.g. BPEL), workflow automation systems, etc.Familiarity with RubyExperience with test automation frameworksExperience in developing and driving SOA strategies within large enterprises and deploying SOA implementations to production a big plus", ,0,0,0,Contract,Mid-Senior level, ,Information Technology and Services,Information Technology,1,software development engineer position software development engineerlocation groveport ohduration + months contract hire skills java jeeagilejspjbdcweb servicesoraclesoahibernateibatis major responsibilities include works collaboratively technical business team members develop maintain business solutions following agile development principles practicesis influential engages actively building dynamic productive development organization continuously improving practices methodologydesigns develops applications eye simplicity reliability manageability scalability extensibility performance useprovides technical expertise areas architecture design implementation testingsets adheres software coding style guides ensure consistencyparticipates pairing code reviewssupport nd level troubleshoot problems existing applicationsmentors guides developing skills minimum qualifications include minimum years software development experience years java jee specific requiredself motivated team player excels collaborative environmentecommerce experience hands experience agile methodologies strong sense personal accountability contributes job role responsibilitiesexcellent problem solving skills meticulous &amp methodicalability learn apply new technologies quickly self directedproven ability translate complex business requirements simple software solutionspassionate continuously improving organizational practicesthorough understanding object oriented principles analysis design candidates robust understanding java depth understanding java technologies including servlets struts tiles jsp jdbc jms springfamiliarity end technologies – object oriented javascript ajax xhtml html xml domfull lifecycle development experience large projects creating distributed scalable business systems experience webservices rest soap xml rpc etc experience relational databases data access jdbc dao sql oracle strongly preferred familiarity orm technologies ibatis hibernate mentor guide developing skills desired qualifications includefamiliarity eai patterns queuing systems e g mq series jms etc business process orchestration e g bpel workflow automation systems etc familiarity rubyexperience test automation frameworksexperience developing driving soa strategies large enterprises deploying soa implementations production big plus
17128,Customer Service Rep,"US, MO, Grandview",customer service, , ,"We are seeking a Customer Service Representative who enjoys building relationships, helping others, solving problems, and organizing a demanding schedule. The ideal candidate is independent, confident, and customer focused with good time management skills, strong communication skills and excellent computer aptitude that can help resolve customer problems both internally and externally.", , ,0,0,0,Full-time,Not Applicable,High School or equivalent,Telecommunications,Customer Service,1,customer service rep customer service seeking customer service representative enjoys building relationships helping solving problems organizing demanding schedule ideal candidate independent confident customer focused good time management skills strong communication skills excellent computer aptitude help resolve customer problems internally externally
17557,Customer Service Representative to Enroll People in NO COST Cell Phone Program ,"US, AR, Little Rock",Customer Service, ,"Join the Your Phone Connect team and earn money while helping your community. The Your Phone Connect network makes no cost cell phones available to low-income families and individuals in Arkansas, Maryland, Missouri and Oklahoma. The service is at no cost and there is nothing the consumer has to purchase upfront. You are NOT a sales person because you are NOT selling anything. These cell phones are apart of a government program that assists those who are low income and in need because NO ONE should be cut off from communication. Get Started today: #URL_c4383cd9ad85a157e25285e45768285f35c3552f6c0b781eff89a8f77d5aa838#","   Normal  0      false  false  false                     MicrosoftInternetExplorer4    /* Style Definitions */ #URL_22932ad710cc8bab5012d10e1dc768a71064c391fef21e0fceddb0e7a66f97b6#{mso-style-name:""Table Normal"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-parent:"""";mso-padding-alt:0in 5.4pt 0in 5.4pt;mso-para-margin:0in;mso-para-margin-bottom:.0001pt;mso-pagination:widow-orphan;font-size:10.0pt;font-family:""Times New Roman"";mso-ansi-language:#0400;mso-fareast-language:#0400;mso-bidi-language:#0400;}   Normal  0      false  false  false                     MicrosoftInternetExplorer4   st1\:*{behavior:url(#ieooui) } /* Style Definitions */ #URL_22932ad710cc8bab5012d10e1dc768a71064c391fef21e0fceddb0e7a66f97b6#{mso-style-name:""Table Normal"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-parent:"""";mso-padding-alt:0in 5.4pt 0in 5.4pt;mso-para-margin:0in;mso-para-margin-bottom:.0001pt;mso-pagination:widow-orphan;font-size:10.0pt;font-family:""Times New Roman"";mso-ansi-language:#0400;mso-fareast-language:#0400;mso-bidi-language:#0400;}Get PAID to Enroll People in NO COST Cell Phone Program - GREAT PAY (#URL_b44e4a519ab16b17811548569d2d9ccc667298db09d8a524b06126a306c0906f#) Your Phone Connect is a Lifeline cell phone service affiliate, hiring go getters that are interested in becoming an authorized agent and earn money enrolling low income households to receive NO COST wireless phones and service. The service is at no cost and there is nothing the consumer has to purchase upfront. You are NOT a sales person because you are NOT selling anything. These cell phones are a part of a government program that assists those who are low income and in need because NO ONE should be cut off from communication. Your customers only need to fill out a short online enrollment process. Then they upload a copy of their ID and proof of eligibility, and that completes the online application. The process is that simple! This is a lucrative opportunity for the phone agents because often the demand is so high for these cell phones that the lines to receive them wrap around corners.Responsibilities: • We are looking for people with great people skills as you will be dealing with clients directly. You can set your own schedule, but must be able to work a minimum of 25 hours per week. You also must have reliable transportation. You will be taking applications from potential clients and then imputing the information into the company database via online. You must be computer literate.Requirements: • MUST Work a minimum of 25 hours per week • MUST have a tablet, iPad, high resolution camera phone or a laptop with webcam to perform this job (mobile WiFi or ability to tether tablet, iPad, or laptop to phone is also needed). • MUST have reliable transportation. • MUST be at least 18 years of age • MUST be dedicated, self motivated, resourceful and dependable.Bonus Points: • Set Your Own Hours • Opportunity for Performance BonusesHow to Apply: For More Details and To complete your online submission you must go to: #URL_c4383cd9ad85a157e25285e45768285f35c3552f6c0b781eff89a8f77d5aa838# ***This is a Commission based position with the opportunity for performance bonuses.", , ,0,1,0,Contract,Not Applicable,Unspecified,Telecommunications,Customer Service,1,"customer service representative enroll people cost cell phone program customer service join phone connect team earn money helping community phone connect network makes cost cell phones available low income families individuals arkansas maryland missouri oklahoma service cost consumer purchase upfront sales person selling cell phones apart government program assists low income need cut communication started today #url_ccdadaeefcfcbeffafdaa# normal false false false microsoftinternetexplorer * style definitions * #url_adccbabdedcacfefefceddbeafb# mso style ""table normal"" mso tstyle rowband size mso tstyle colband size mso style noshow yes mso style parent """" mso padding alt pt pt mso para margin mso para margin pt mso pagination widow orphan font size pt font family ""times new roman"" mso ansi language # mso fareast language # mso bidi language # normal false false false microsoftinternetexplorer st\ * behavior url #ieooui * style definitions * #url_adccbabdedcacfefefceddbeafb# mso style ""table normal"" mso tstyle rowband size mso tstyle colband size mso style noshow yes mso style parent """" mso padding alt pt pt mso para margin mso para margin pt mso pagination widow orphan font size pt font family ""times new roman"" mso ansi language # mso fareast language # mso bidi language # paid enroll people cost cell phone program great pay #url_beaabbddcccdbdabacf# phone connect lifeline cell phone service affiliate hiring getters interested authorized agent earn money enrolling low income households receive cost wireless phones service service cost consumer purchase upfront sales person selling cell phones government program assists low income need cut communication customers need fill short online enrollment process upload copy id proof eligibility completes online application process simple! lucrative opportunity phone agents demand high cell phones lines receive wrap corners responsibilities • looking people great people skills dealing clients directly set schedule able work minimum hours week reliable transportation taking applications potential clients imputing information company database online computer literate requirements • work minimum hours week • tablet ipad high resolution camera phone laptop webcam perform job mobile wifi ability tether tablet ipad laptop phone needed • reliable transportation • years age • dedicated self motivated resourceful dependable bonus points • set hours • opportunity performance bonuseshow apply details complete online submission #url_ccdadaeefcfcbeffafdaa# ***this commission based position opportunity performance bonuses"
17590,Data Entry,"US, OR, ", ,55000-68000, ,"The Data Entry duties will include data entry, billing, filling, answering phones, and providing exceptional customer service. You may be cross-trained in other areas as well.Other responsibilities of the Data Entry role include:Mastering order entry process with a high degree of accuracySeeking ways to contribute to the company's overall successLearning and performing basic operations in multiple system platformsHandling basic office functions, including filling, order processing, and answering phones","Candidate must be able to pay close attention to detail, provide exemplary customer service, and learn quickly in a fast-paced environment. He/She must be a self-motivated team player who thrives in an ever-changing environment, enjoys solving problems, and faces challenges head on.RESPONSIBILITIESPerforms a wide variety of activities, which may include one or more of the following:Processing invoices and data entryMatches and distributes A/P checksGeneral Ledger Entries Handling TransactionsMaintain reports in ExcelClerical dutiesREQUIREMENTSMinimum of High School DiplomaProficient in Microsoft Word and ExcelProficient with QuickBooks and/or other Accounting software.Understanding of customer service protocols.Must have good oral and written communication skills, attention to detail, strong organizational skills, high level of integrity, ingenuity and initiative. The ability to work in a fast-paced, deadline-oriented environment and flexibility to work hours needed to meet deadlines.Must be able to work in a team, recognize problems and offer potential solution.","Benefits for eligible worker include:  Health, Dental, Life and AD&amp;D Insurance, Employee Wellness and 401k #URL_c801649eeb4007728c8f41b2d6629d92c2295ff77e1f2d401d7696ce3569db63# Time Off and Holidays with Generous Company Discounts.",0,0,0,Full-time,Entry level,High School or equivalent,Information Technology and Services,Data Analyst,1,data entry data entry duties include data entry billing filling answering phones providing exceptional customer service cross trained areas responsibilities data entry role include mastering order entry process high degree accuracyseeking ways contribute company's overall successlearning performing basic operations multiple system platformshandling basic office functions including filling order processing answering phones candidate able pay close attention detail provide exemplary customer service learn quickly fast paced environment self motivated team player thrives changing environment enjoys solving problems faces challenges head responsibilitiesperforms wide variety activities include following processing invoices data entrymatches distributes p checksgeneral ledger entries handling transactionsmaintain reports excelclerical dutiesrequirementsminimum high school diplomaproficient microsoft word excelproficient quickbooks accounting software understanding customer service protocols good oral written communication skills attention detail strong organizational skills high level integrity ingenuity initiative ability work fast paced deadline oriented environment flexibility work hours needed meet deadlines able work team recognize problems offer potential solution benefits eligible worker include health dental life ad&amp d insurance employee wellness k #url_ceebcfbddcffefddcedb# time holidays generous company discounts
17595,SAP BW Developer/Architect,"US, TX, Houston", , , ,Assist with Full Lifecycle BW Implementation,"Key Qualifications:Minimum of 8 years of experience as a SAP BW developer/architect for a large global organizationBachelor degree in Computer Science or related fieldExperience with multiple full lifecycle SAP BW global implementationsAbility to manage and lead global project teams and implementationsProficient with all stages of a project including Business Requirement gathering, Data Modeling, Design &amp; Build, Testing, Cutover, Global Rollouts, and Post Implementation SupportExperience in the Oil and Gas industry is highly desirableExcellent verbal and written communication skillsTeam player with the ability to work independently", ,0,0,1,Full-time, , ,Information Technology and Services,Information Technology,1,sap bw developer architect assist lifecycle bw implementation key qualifications minimum years experience sap bw developer architect large global organizationbachelor degree computer science related fieldexperience multiple lifecycle sap bw global implementationsability manage lead global project teams implementationsproficient stages project including business requirement gathering data modeling design &amp build testing cutover global rollouts post implementation supportexperience oil gas industry highly desirableexcellent verbal written communication skillsteam player ability work independently
17606,Data Entry Clerk / Administrative Assistant,"US, TN, Memphis",Administrative,21-63000, ,"Experienced, reliable team members are needed for our Data Entry Clerk / Administrative Assistant needed! We are currently searching for candidates with previous experience and/or motivated quick learners. These positions require a friendly phone personality, great attention to detail and the ability to work quickly and efficiently. This is a customer contact position that requires patience, a great phone demeanor, excellent verbal and written communications, and reliable work attendance.Key Aspects of Position:Provide extraordinary service to our customers at all times.Work as part of a Customer Service team.Other duties as assigned.","6 months to a year experience working in a fast pace, back to back call handling in a call center environment.High comfort level with computer-based work. Google applications knowledge and Netsuite or similar CRM/Ticketing software a plus.Must be able to multitask between various web applications.Passionate about providing stellar service to customers.The ability to be as friendly and helpful at the end of an 8-hour shift as in the beginning of the shift.Ability to work at a fast pace while maintaining accuracy.Great attention to detail, and a high sense of urgency.Excellent written and verbal communication skills.Ability to work various shifts during a 24 hour period, as schedules may vary from week to week. Solid record of good attendance at prior employer's references.All applications must be received online. No walk-ins or phone calls accepted. Due to the volume of applicants, we are unable to accept phone or email inquiries on application status. Applicants must follow these requirements in order to be considered.","Health, Dental, Life and AD&amp;D Insurance, Employee Wellness and 401k #URL_c801649eeb4007728c8f41b2d6629d92c2295ff77e1f2d401d7696ce3569db63# Time Off and Holidays with Generous Company Discounts",0,0,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Administrative,1,data entry clerk administrative assistant administrative experienced reliable team members needed data entry clerk administrative assistant needed! currently searching candidates previous experience motivated quick learners positions require friendly phone personality great attention detail ability work quickly efficiently customer contact position requires patience great phone demeanor excellent verbal written communications reliable work attendance key aspects position provide extraordinary service customers times work customer service team duties assigned months year experience working fast pace handling center environment high comfort level computer based work google applications knowledge netsuite similar crm ticketing software plus able multitask web applications passionate providing stellar service customers ability friendly helpful end hour shift beginning shift ability work fast pace maintaining accuracy great attention detail high sense urgency excellent written verbal communication skills ability work shifts hour period schedules vary week week solid record good attendance prior employer's references applications received online walk ins phone calls accepted volume applicants unable accept phone email inquiries application status applicants follow requirements order considered health dental life ad&amp d insurance employee wellness k #url_ceebcfbddcffefddcedb# time holidays generous company discounts
17618,Office Assistant III,"US, FL, jacksonville", ,2000-3000, ,"Essential DutiesGreets callers and visitors, directs them to the proper source and answers questions; sometimes deals with difficult situationsOpens, sorts, distributes mail, correspondence, copies or other materialsProofreads figures, forms, letters and/or reports for accuracyAttends work dailyIs engaged and on taskPerforms related work as assigned",Minimum QualificationsA high school graduate or equivalent (business school or some college preferred).  Leadership qualities and communication skills are necessary.  Ability to use computers in a broad range of applications such as but not limited to the following: Word Processing;Spreadsheet Data Entry and Spreadsheet Design;Database Maintenance;Internet Search Engines.,"All candidates are eligible for benefits including but not limited to: Medical, Dental, Vision, and 401k.",0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Administrative,1,office assistant iii essential dutiesgreets callers visitors directs proper source answers questions deals difficult situationsopens sorts distributes mail correspondence copies materialsproofreads figures forms letters reports accuracyattends work dailyis engaged taskperforms related work assigned minimum qualificationsa high school graduate equivalent business school college preferred leadership qualities communication skills necessary ability use computers broad range applications limited following word processing spreadsheet data entry spreadsheet design database maintenance internet search engines candidates eligible benefits including limited medical dental vision k
17627,Data Center Migration App Lead for FULL-TIME Opportunity.,"US, PA, Harrisburg", ,0-0, ,"Data Center Migration Application Lead / Architect – must have prior large data center and applications migrations experience10-15 Years of Experience / 10+Years of experience in infrastructure /data center /application migrationKnowledgeable of Tools required (e.g. Platespin, BMC ADDM etc.) to support data gathering and migration• The Migration Lead Engineer must be experienced and proficient in producing complex migration strategies and supporting artifacts including requirements discovery and analysis. The formulation of solution context, identification of solution alternatives and their assessment, technology selection, and final Execution plans.", , ,0,0,0,Full-time,Director,Bachelor's Degree,Information Technology and Services,Information Technology,1,data center migration app lead time opportunity data center migration application lead architect – prior large data center applications migrations experience years experience +years experience infrastructure data center application migrationknowledgeable tools required e g platespin bmc addm etc support data gathering migration• migration lead engineer experienced proficient producing complex migration strategies supporting artifacts including requirements discovery analysis formulation solution context identification solution alternatives assessment technology selection final execution plans
17628,Web Developer  ,"US, CA, ", , , ,"Apply using below link#URL_3fd69c66d9c4b82a75b75a28d2ee24a68c44c3daf0041ded92ee685dc326ce31#Web Developer, SportsBusiness Journal/DailySportsBusiness Journal and SportsBusiness Daily, the leadingpublications covering the sports industry in print and online, areseeking a talented web developer to design, create, implement andsupport web applications, sites and code that further the company'smission and specific business initiatives, includingindustry-leading news coverage, conferences and events,distribution and sales.This position requires quick, creative thinking and the abilityto handle multiple projects. It offers opportunities to learn newskills, platforms and technologies, as well as a chance tosignificantly influence the company's direction by creating newways to reach and serve readers, advertisers and eventattendees.Key areas of responsibility:Design and build new products and features -- including CMS ande-commerce platform - in technologies such as .NET 4.0, (X)HTML,JavaScript, and CSSDevelop and maintain web apps to support internal systemsImplement third-party and first-party APIsAs needed, monitor web traffic and generate reports plusprovide second-tier customer support (e-mail, phone)Train and support writers, graphic designers, and other CMSusersA successful candidate for this position will have atleast two years of professional experience and knowledge of thefollowing areas:#URL_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a# (C# preferred), Visual Studio, MS SQLHTML, CSS, 3rd party Javascript libraries, AJAXCMS conceptsAdditional experience that is preferred but notrequired:", , ,0,0,0,Full-time, , ,Information Technology and Services, ,1,web developer apply link#url_fdcdcbabadeeaccdafdedeedcce#web developer sportsbusiness journal dailysportsbusiness journal sportsbusiness daily leadingpublications covering sports industry print online areseeking talented web developer design create implement andsupport web applications sites code company'smission specific business initiatives includingindustry leading news coverage conferences events distribution sales position requires quick creative thinking abilityto handle multiple projects offers opportunities learn newskills platforms technologies chance tosignificantly influence company's direction creating newways reach serve readers advertisers eventattendees key areas responsibility design build new products features including cms ande commerce platform technologies net x html javascript cssdevelop maintain web apps support internal systemsimplement party party apisas needed monitor web traffic generate reports plusprovide second tier customer support e mail phone train support writers graphic designers cmsusersa successful candidate position atleast years professional experience knowledge thefollowing areas #url_addfbdedcedfbfa# c# preferred visual studio ms sqlhtml css rd party javascript libraries ajaxcms conceptsadditional experience preferred notrequired
17644,Daily Money Team Representative,"US, , ",Work at home, ,"Daily Money Team is the industry leader for the innovation of money making systems, providing reliable work for those who need a job.The Mission is to improve our communities and economy by supplying jobs to individuals in need of reliable income. Our Vision is to be the first internet based company to produce work for one million people by 2015.",Looking for customer service reps who want to work from homemake 80 - 100 dollars a day posting ads on the internet and taking calls. (NO START UP FEES. NO MONEY IS REQUIRED.)(#URL_9c99ae0c36e6544b08addd33c9b653be8dcd9a4a06227741b5c99f0fcc6bc505#). YOU DON'T HAVE TO SPEND ANY MONEY IF YOU DON'T WANT TO FOR THIS JOB.If interested give me a call. Jibre HordgesDaily Money Team#PHONE_cbe7e0d5a1e0b8fa567c655c73615fb22beaa3efa347a55d2177d51fa2b52666#,Must be articulate and able to communicate over the phone. Have customer service skills.,$20-100 per referral. Make up to $100/day,1,1,1,Part-time, ,High School or equivalent,Telecommunications,Accounting/Auditing,1,daily money team representative work home daily money team industry leader innovation money making systems providing reliable work need job mission improve communities economy supplying jobs individuals need reliable income vision internet based company produce work million people looking customer service reps want work homemake dollars day posting ads internet taking calls start fees money required #url_caecebadddcbbedcdaabcffccbc# don't spend money don't want job interested jibre hordgesdaily money team#phone_cbeedaebfaccfbbeaaefaaddfab# articulate able communicate phone customer service skills $ referral $ day
17650,Data Entry Clerk / Administrative Assistant,"US, DC, Washington",Administrative,21-63000, ,"Experienced, reliable team members are needed for our Data Entry Clerk / Administrative Assistant needed! We are currently searching for candidates with previous experience and/or motivated quick learners. These positions require a friendly phone personality, great attention to detail and the ability to work quickly and efficiently. This is a customer contact position that requires patience, a great phone demeanor, excellent verbal and written communications, and reliable work attendance.Key Aspects of Position:Provide extraordinary service to our customers at all times.Work as part of a Customer Service team.Other duties as assigned.","6 months to a year experience working in a fast pace, back to back call handling in a call center environment.High comfort level with computer-based work. Google applications knowledge and Netsuite or similar CRM/Ticketing software a plus.Must be able to multitask between various web applications.Passionate about providing stellar service to customers.The ability to be as friendly and helpful at the end of an 8-hour shift as in the beginning of the shift.Ability to work at a fast pace while maintaining accuracy.Great attention to detail, and a high sense of urgency.Excellent written and verbal communication skills.Ability to work various shifts during a 24 hour period, as schedules may vary from week to week. Solid record of good attendance at prior employer's references.All applications must be received online. No walk-ins or phone calls accepted. Due to the volume of applicants, we are unable to accept phone or email inquiries on application status. Applicants must follow these requirements in order to be considered.","Health, Dental, Life and AD&amp;D Insurance, Employee Wellness and 401k #URL_c801649eeb4007728c8f41b2d6629d92c2295ff77e1f2d401d7696ce3569db63# Time Off and Holidays with Generous Company Discounts",0,0,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Administrative,1,data entry clerk administrative assistant administrative experienced reliable team members needed data entry clerk administrative assistant needed! currently searching candidates previous experience motivated quick learners positions require friendly phone personality great attention detail ability work quickly efficiently customer contact position requires patience great phone demeanor excellent verbal written communications reliable work attendance key aspects position provide extraordinary service customers times work customer service team duties assigned months year experience working fast pace handling center environment high comfort level computer based work google applications knowledge netsuite similar crm ticketing software plus able multitask web applications passionate providing stellar service customers ability friendly helpful end hour shift beginning shift ability work fast pace maintaining accuracy great attention detail high sense urgency excellent written verbal communication skills ability work shifts hour period schedules vary week week solid record good attendance prior employer's references applications received online walk ins phone calls accepted volume applicants unable accept phone email inquiries application status applicants follow requirements order considered health dental life ad&amp d insurance employee wellness k #url_ceebcfbddcffefddcedb# time holidays generous company discounts
17663, iSeries Team Lead,"US, MO, Monett", , , ,"Position:  iSeries Team LeadLocation: Monett, MODuration:  7+ months Contract  Technical skills:1. 8 - 10 years of experience in IBM iSeries (earlier known as AS400) systemsa. Very Efficient in RPG codingb. Good in DB2 knowledge and RDBMS skills2. Strong in service oriented architecture concepts.3. Well aware of version control system in RPG, knowledge on turnover added advantage.4. Knowledge in Banking domain added advantage.5. Well acquainted with Agile scrum methodology.","Deliverables: Responsibilities:1. Understand the client’s existing RPG code base and work with the team to break it into service oriented   architecture.2. Understand, analyze the existing system.3. Client interaction on technology and domain knowledge clarification.4. Be responsible during the knowledge transition to take it over as team grows. Rank Contractor Qualifying QuestionsMandatory*1Lead the development team in iSeries systems at least for 4 years 2Have you worked with Agile Scrum?", ,0,0,0,Contract,Mid-Senior level, ,Information Technology and Services,Information Technology,1,iseries team lead position iseries team leadlocation monett moduration + months contract technical skills years experience ibm iseries earlier known systemsa efficient rpg codingb good db knowledge rdbms skills strong service oriented architecture concepts aware version control system rpg knowledge turnover added advantage knowledge banking domain added advantage acquainted agile scrum methodology deliverables responsibilities understand client’s existing rpg code base work team break service oriented architecture understand analyze existing system client interaction technology domain knowledge clarification responsible knowledge transition team grows rank contractor qualifying questionsmandatory*lead development team iseries systems years worked agile scrum?
17666,Call Center Representative,"US, IL, CHICAGO", ,1000-2000, ,"Duties and Responsibilities:Answer Call Center incoming telephone calls, e-mail inquiries and instant message chats from clients and participants in a professional, courteous and timely manner.Improve client satisfaction by providing high quality Customer Service and timely follow up and resolution of participant issues.Identify benefit information and provide accurate and thorough information to all internal and external clients.Document all calls in the designated call log to ensure timely follow up and problem resolution.Answer all calls within two rings.","QUALIFICATIONSHigh school diploma/GED required, college experience preferredMust have  at least two years experience in call center environment, outbound calling preferred.Excellent communication skills","Compensation/benefits package includes:Comprehensive benefits package, including a 401k with matchingCompetitive wages, based on education and experience",0,0,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,1,center representative duties responsibilities answer center incoming telephone calls e mail inquiries instant message chats clients participants professional courteous timely manner improve client satisfaction providing high quality customer service timely follow resolution participant issues identify benefit information provide accurate thorough information internal external clients document calls designated log ensure timely follow problem resolution answer calls rings qualificationshigh school diploma ged required college experience preferredmust years experience center environment outbound calling preferred excellent communication skills compensation benefits package includes comprehensive benefits package including k matchingcompetitive wages based education experience
17759,Personal Assistant,"US, NY, New York",Admin - Clerical, , ,"Job DescriptionVertex Global Solutions  seeks an Executive/Personal Assistant to support one of the Principals of the company. We are offering $25/hr .This is an immediate permanent position . This position is LONG TERM TEMPORARY and is available IMMEDIATELY!!!! This will be approximately 20 hours a week.Some of the responsibilities will include:    Running personal errands    Meet contractors and/or vendors at Executive’s home in Coconut Grove    Coordinate any work being performed at his home    Be able to meet with the Executive for about 30 minutes a week for direction and updates    Job Requirements    MUST have experience as a Personal Assistant or handled personal matters     Proficiency with Microsoft Programs including Excel, Word, Outlook and PowerPoint    Take initiative and try to fix problems when they arise    Must be self-started with ability to multitask and manage time well    Have good attendance and punctuality    Highly organized and detail oriented    Present a personable and professional manner    Must maintain full confidentialityPlease submit your resume for immediate consideration!", , ,0,0,0,Temporary,Entry level,Unspecified,Telecommunications,Administrative,1,personal assistant admin clerical job descriptionvertex global solutions seeks executive personal assistant support principals company offering $ hr immediate permanent position position long term temporary available immediately!!!! approximately hours week responsibilities include running personal errands meet contractors vendors executive’s home coconut grove coordinate work performed home able meet executive minutes week direction updates job requirements experience personal assistant handled personal matters proficiency microsoft programs including excel word outlook powerpoint initiative try fix problems arise self started ability multitask manage time good attendance punctuality highly organized detail oriented present personable professional manner maintain confidentialityplease submit resume immediate consideration!
